name,date,message
luke,2010-09-14,Added case cor RAW vectors and a default case to signal errors for unknown vector types to STEPFOR op.
maechler,2010-09-14,another safeguard against wrong encoding; diverse comments
maechler,2010-09-14,"add ""const"" to DGER()`s declaration"
jmc,2010-09-13,revised examples output now that callSuper() works sort of
jmc,2010-09-13,sent previous version by mistake
jmc,2010-09-13,revisions and addition of referenceMethods() generic
pd,2010-09-13,"rephrase (from Bolker), typos"
luke,2010-09-12,Added volatile declarations for some more variables in do_for just to be on the safe side.
luke,2010-09-12,Changed bceval to use version of BCPOP macro that does not strore a result to eliminate a compiler warning.
luke,2010-09-12,Switched back tousing PROTECT_WITH_INDEX in do_for as it makes more sense and is potentially a bit more efficient.
luke,2010-09-12,Changed a comment and white space.
luke,2010-09-11,Moved loop variable value allocation in do_for into a marco. This allows the default case of the switch to be reached and produce a more useful error message for bad for loop sequence arguments than the previous message that came form a bad call to allocVector.
luke,2010-09-11,Moved setting NAMED on the loop variable value in do_for into the allocation conditional so it only occurs if a new value is allocated.
luke,2010-09-11,Moved variables n and bgn in do_for back insi a volatile declaration.
maechler,2010-09-11,propagate r52889 to splinefun() & spline()
luke,2010-09-11,Added void return type for checkHandler to eliminate compiler warnings.
jmc,2010-09-11,identical returned FALSE for identical external pointer objecs
maechler,2010-09-11,"use qr.lm() instead of qr(), as people call summary.lm(<fake-lm>). But give warning()s in important cases"
murdoch,2010-09-11,Fix for PR#14377:  approxfun() confused by x values that are different but so close as to print identically.
pd,2010-09-10,typos (from Marc Schwartz)
murdoch,2010-09-10,PR#14372:  memory.limit bug
murdoch,2010-09-09,Restore namespace version (PR#14374)
maechler,2010-09-09,fix do.call(..NextMethod..) segfault
murdoch,2010-09-09,Give warning message not error message if non-standard syntax is used in ls/objects.  Reported by Barry Rowlingson.
deepayan,2010-09-09,"Improvements in prettyDate() label formats, e.g., for 3-month gaps spanning longer than a year.  Also a 'sep' argument in prettyDate()."
murdoch,2010-09-08,Make non-ascii checks optional.
murdoch,2010-09-08,Fix PR#14368 (addTaskCallbacks bug)
urbaneks,2010-09-08,make Rhttpd more robust to invalid content-length values
murdoch,2010-09-08,Improvements to getGraphicsEvent:  - X11 much faster  - warn or error if graphics device doesn't support events  - clarify what is supported in docs.
maechler,2010-09-07,"speed up t(), with a version of Radford Neal`s ""patch-transpose"""
maechler,2010-09-07,using qr.lm() with simple NULL check
murdoch,2010-09-05,Bug fix for for loops from Radford Neal.
murdoch,2010-09-05,Fix r52837 bug in Windows runcmd
hornik,2010-09-05,Bug fix.
jmc,2010-09-04,implement callSuper(); add a test for it
maechler,2010-09-04,update fro adjustcolor()
maechler,2010-09-04,pass down quietly=TRUE in require()
ripley,2010-09-04,updates
urbaneks,2010-09-04,fix localtime0 to handle subsecond negative times properly
hornik,2010-09-02,Improve spelling/markup.
hornik,2010-09-01,Avoid integer overflows.
maechler,2010-09-01,should have been in r52860: new adjustcolor()
maechler,2010-09-01,new adjustcolor()
ripley,2010-09-01,add comments
ripley,2010-09-01,final elimination of R_system
jmc,2010-08-31,efficiency bug fix in .hasCodeTools; avoid useless getPackageName message in .assignOverBinding
jmc,2010-08-31,additional material; terminology class-based methods
ripley,2010-08-31,add support for use_gct
ripley,2010-08-31,enhance system2
ripley,2010-08-31,typos
jmc,2010-08-31,silently use all.names if codetools library not installed
jmc,2010-08-31,try to fail safely if codetools not present
ripley,2010-08-31,restore support for --use-valgrind
ripley,2010-08-31,stop PR#14365 wasting even more of our time
ripley,2010-08-31,tweak system2
jmc,2010-08-31,changes to doc files
jmc,2010-08-31,updates to refClass.R and documentation
ripley,2010-08-30,suppress warnings on Unix
ripley,2010-08-30,more use of system2()
urbaneks,2010-08-30,generate dSYM files on install if PKG_MAKE_DSYM is set on OS X
pd,2010-08-30,"unCamelCase droplevels, use except= not exclude="
ripley,2010-08-30,first use of system2()
ripley,2010-08-30,add comment
ripley,2010-08-30,allow for stdout=stderr in system2()
ripley,2010-08-30,typo
ripley,2010-08-30,add shQuotes
murdoch,2010-08-30,Sweave() keeps track of original source lines for error reports.
pd,2010-08-30,tweaks to tk terminal
ripley,2010-08-30,add names to loess predictions
ripley,2010-08-30,add na.action support to predict.loess
ripley,2010-08-30,tweak
ripley,2010-08-30,update
ripley,2010-08-30,specialize error message
pd,2010-08-30,Negate: defeat lazy eval
ripley,2010-08-30,typo
hornik,2010-08-30,Clarification.
ripley,2010-08-29,add [[<-.factor
ripley,2010-08-29,"more tidying up after careless, contemptuous people"
maechler,2010-08-28,pairs() example: even better
maechler,2010-08-28,pairs() example: panel function should not label axes
ripley,2010-08-27,allow dir A to contain package B
ripley,2010-08-27,update
ripley,2010-08-27,suppress (spurious) warning
jmc,2010-08-26,minor fixups to documentation
jmc,2010-08-26,new facility for reference classes
ripley,2010-08-26,tweaks
ripley,2010-08-26,first pass at system2()
ripley,2010-08-26,add system(ignore.stdout = TRUE)
ripley,2010-08-26,improve behaviour of summary.data.frame with invalid chars
ripley,2010-08-26,split up Note section
ripley,2010-08-26,"check for 'which' to avoid shell aliases, check result path"
maechler,2010-08-26,avoid ksmooth() segfault
maechler,2010-08-26,no \code{} inside \section{} for now.
ripley,2010-08-26,"tweaks to Sys.which, escpecially for Solaris"
ripley,2010-08-26,allow BOMs in UTF-16LE too
ripley,2010-08-25,tidy up the use of alloca
ripley,2010-08-25,system(intern=FALSE) was often failing to report a command that could not be run Tweaks to make system() on Windows more like Unix
ripley,2010-08-25,more info
ripley,2010-08-25,cosmetic
ripley,2010-08-24,assume popen clean up error codes from system() where possible
ripley,2010-08-24,improve markup
ripley,2010-08-24,tweak messages
pd,2010-08-23,camelCase...
ripley,2010-08-23,check exit status of pclose in system(intern=TRUE)
urbaneks,2010-08-23,add RAWSXP support to inspect()
pd,2010-08-23,new dropLevels() function
ripley,2010-08-22,some expansion of what is meant by a 'file'
jmc,2010-08-21,1) fix to handle subclass of classRepresentation in new() and getClass(); 2) insertSource can do all objects
ripley,2010-08-20,separate sections on Unix/Windows differences
ripley,2010-08-20,tweak
ripley,2010-08-19,fix for PR#14362
ripley,2010-08-19,more cleaning up
ripley,2010-08-19,update
ripley,2010-08-19,clean up MiKTeX version of texi2dvi
murdoch,2010-08-19,Fix titles in example code; shorten a couple that were too long.
ripley,2010-08-19,tweaks to tools::texi2dvi
ripley,2010-08-19,adding <fontconfig> etc might be clearer ...
ripley,2010-08-19,comments
ripley,2010-08-19,mention font workarounds
murrell,2010-08-19,small correction to grid.layout() docs
jmc,2010-08-19,"man page for insertSource, etc."
hornik,2010-08-18,Handle connection objects (again). Fix bug in writing personal dictionary.
hornik,2010-08-18,Improve spelling/markup.
murdoch,2010-08-18,"normalizePath now generates warnings, not errors; suppress them."
ripley,2010-08-18,more comments
murdoch,2010-08-18,Typo in default value
murdoch,2010-08-18,#line n (with no filename) ate the next line.
murdoch,2010-08-18,"missing \item, \file etc."
ripley,2010-08-18,exclude base packages (no DESCRIPTION) from the new unstated dependency checks
ripley,2010-08-17,more cleaning up error processing
ripley,2010-08-17,use direct error messages in more cases
ripley,2010-08-17,tweaks
ripley,2010-08-17,update
ripley,2010-08-17,more tidying up of error messages
ripley,2010-08-17,improve some errors messages
ripley,2010-08-17,fix for PR#14351
ripley,2010-08-17,workaround for 14358
ripley,2010-08-17,workaround for PR#14356 (if it occurs: we have no example)
murdoch,2010-08-17,Remove checks for markup in titles; should have done this in r52713.
ripley,2010-08-17,update
ripley,2010-08-17,ask for backticks where necessary in usages in prompt.default
ripley,2010-08-17,clean up after people yet again
ripley,2010-08-17,thinko
ripley,2010-08-17,add markup
ripley,2010-08-17,change intended for __APPLE__ translated C locale to UTF-8 on Windows.
ripley,2010-08-17,comments
ripley,2010-08-17,report where non-ASCII chars are found
ripley,2010-08-17,update
ripley,2010-08-17,doc tweaks
ripley,2010-08-16,typo
ripley,2010-08-16,avoid incorrect plurals in output
ripley,2010-08-16,remove unknown docType
maechler,2010-08-16,add quantile.ecdf()
ripley,2010-08-16,tweaks
ripley,2010-08-16,more comments
ripley,2010-08-16,tweak wording
ripley,2010-08-16,report unvavailable Enhances and (if not forced) Suggests
ripley,2010-08-16,change comment
ripley,2010-08-16,add ref
